date,lat_orig_1,lon_orig_1,rainfall_orig_1,cumi_orig_1,lat_orig_2,lon_orig_2,rainfall_orig_2,cumi_orig_2,lat_orig_3,lon_orig_3,rainfall_orig_3,cumi_orig_3,lat_orig_4,lon_orig_4,rainfall_orig_4,cumi_orig_4,lat_orig_5,lon_orig_5,rainfall_orig_5,cumi_orig_5,lat_orig_6,lon_orig_6,rainfall_orig_6,cumi_orig_6,lat_orig_7,lon_orig_7,rainfall_orig_7,cumi_orig_7,lat_adj_1,lon_adj_1,rainfall_adj_1,cumi_adj_1,lat_adj_2,lon_adj_2,rainfall_adj_2,cumi_adj_2,lat_adj_3,lon_adj_3,rainfall_adj_3,cumi_adj_3,lat_adj_4,lon_adj_4,rainfall_adj_4,cumi_adj_4
2008-03-11,26.5,81.0,0.0,2.1627469062805176,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-12,26.5,81.0,0.0,2.1627469062805176,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-13,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-14,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-15,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-16,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-17,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-18,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-19,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-20,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-21,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-22,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-23,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-24,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-25,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-26,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-27,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-28,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-29,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-30,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-03-31,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-01,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-02,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-03,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.7394320368766785,0.7394320368766785,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-04,26.5,81.0,0.7285586595535278,0.7285586595535278,26.75,81.25,0.0,0.0,26.75,81.0,1.814449429512024,1.814449429512024,26.75,80.75,2.1439967155456543,2.1439967155456543,27.0,81.0,2.4495439529418945,2.4495439529418945,27.0,80.75,1.131216526031494,1.131216526031494,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.7394320368766785,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-05,26.5,81.0,0.0,0.7285586595535278,26.75,81.25,0.0,0.0,26.75,81.0,0.0,1.814449429512024,26.75,80.75,0.0,2.1439967155456543,27.0,81.0,0.0,2.4495439529418945,27.0,80.75,0.0,1.131216526031494,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.7394320368766785,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-06,26.5,81.0,2.9142346382141118,3.6427932977676396,26.75,81.25,0.0,0.0,26.75,81.0,13.932378768920898,15.746828198432922,26.75,80.75,4.889817237854004,7.033813953399658,27.0,81.0,18.80899810791016,21.258542060852054,27.0,80.75,10.129079818725586,11.26029634475708,27.0,80.5,1.015506386756897,1.015506386756897,27.75,80.25,4.369508743286133,4.369508743286133,27.5,80.25,0.0,0.7394320368766785,27.25,80.75,1.8005722761154177,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-07,26.5,81.0,0.0,3.6427932977676396,26.75,81.25,0.0,0.0,26.75,81.0,0.0,15.746828198432922,26.75,80.75,0.0,7.033813953399658,27.0,81.0,0.0,21.258542060852054,27.0,80.75,0.0,11.26029634475708,27.0,80.5,0.0,1.015506386756897,27.75,80.25,0.0,4.369508743286133,27.5,80.25,0.0,0.7394320368766785,27.25,80.75,0.0,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-08,26.5,81.0,0.0,3.6427932977676396,26.75,81.25,0.0,0.0,26.75,81.0,0.0,15.746828198432922,26.75,80.75,0.0,7.033813953399658,27.0,81.0,0.0,21.258542060852054,27.0,80.75,0.0,11.26029634475708,27.0,80.5,0.0,1.015506386756897,27.75,80.25,0.0,4.369508743286133,27.5,80.25,0.0,0.7394320368766785,27.25,80.75,0.0,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-09,26.5,81.0,0.0,3.6427932977676396,26.75,81.25,0.0,0.0,26.75,81.0,0.0,15.746828198432922,26.75,80.75,0.0,7.033813953399658,27.0,81.0,0.0,21.258542060852054,27.0,80.75,0.0,11.26029634475708,27.0,80.5,0.0,1.015506386756897,27.75,80.25,0.0,4.369508743286133,27.5,80.25,0.0,0.7394320368766785,27.25,80.75,0.0,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-10,26.5,81.0,0.0,3.6427932977676396,26.75,81.25,0.0,0.0,26.75,81.0,0.0,15.746828198432922,26.75,80.75,0.0,7.033813953399658,27.0,81.0,0.0,21.258542060852054,27.0,80.75,0.0,11.26029634475708,27.0,80.5,0.0,1.015506386756897,27.75,80.25,0.0,4.369508743286133,27.5,80.25,0.0,0.0,27.25,80.75,0.0,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-11,26.5,81.0,0.0,2.9142346382141118,26.75,81.25,0.0,0.0,26.75,81.0,0.0,13.932378768920898,26.75,80.75,0.0,4.889817237854004,27.0,81.0,0.0,18.80899810791016,27.0,80.75,0.0,10.129079818725586,27.0,80.5,0.0,1.015506386756897,27.75,80.25,0.0,4.369508743286133,27.5,80.25,0.0,0.0,27.25,80.75,0.0,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-12,26.5,81.0,0.0,2.9142346382141118,26.75,81.25,0.0,0.0,26.75,81.0,0.0,13.932378768920898,26.75,80.75,0.0,4.889817237854004,27.0,81.0,0.0,18.80899810791016,27.0,80.75,0.0,10.129079818725586,27.0,80.5,0.0,1.015506386756897,27.75,80.25,0.0,4.369508743286133,27.5,80.25,0.0,0.0,27.25,80.75,0.0,1.8005722761154177,27.5,80.75,0.0,0.0
2008-04-13,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-14,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-15,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-16,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-17,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-18,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-19,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-20,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-21,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-22,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-23,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-24,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-25,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-26,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-27,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-28,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-29,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-04-30,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-01,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-02,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-03,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-04,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-05,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-06,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-07,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.0,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.0,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-08,26.5,81.0,0.0,0.0,26.75,81.25,0.1496801972389221,0.1496801972389221,26.75,81.0,3.3686182498931885,3.3686182498931885,26.75,80.75,0.1092555969953537,0.1092555969953537,27.0,81.0,3.9873082637786874,3.9873082637786874,27.0,80.75,1.0546470880508425,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-09,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.1496801972389221,26.75,81.0,0.0,3.3686182498931885,26.75,80.75,0.0,0.1092555969953537,27.0,81.0,0.0,3.9873082637786874,27.0,80.75,0.0,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-10,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.1496801972389221,26.75,81.0,0.0,3.3686182498931885,26.75,80.75,0.0,0.1092555969953537,27.0,81.0,0.0,3.9873082637786874,27.0,80.75,0.0,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-11,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.1496801972389221,26.75,81.0,0.0,3.3686182498931885,26.75,80.75,0.0,0.1092555969953537,27.0,81.0,0.0,3.9873082637786874,27.0,80.75,0.0,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.0,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-12,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.1496801972389221,26.75,81.0,0.0,3.3686182498931885,26.75,80.75,0.0,0.1092555969953537,27.0,81.0,0.0,3.9873082637786874,27.0,80.75,0.0,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.1979044526815414,0.1979044526815414,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-13,26.5,81.0,0.0,0.0,26.75,81.25,0.7710360288619995,0.9207162261009216,26.75,81.0,0.0,3.3686182498931885,26.75,80.75,0.1504559218883514,0.25971151888370514,27.0,81.0,0.0,3.9873082637786874,27.0,80.75,0.0,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.1979044526815414,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-14,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.9207162261009216,26.75,81.0,0.0,3.3686182498931885,26.75,80.75,0.0,0.25971151888370514,27.0,81.0,0.0,3.9873082637786874,27.0,80.75,0.0,1.0546470880508425,27.0,80.5,0.0,0.0,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.1979044526815414,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-15,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.7710360288619995,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.1504559218883514,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.2275825291872024,0.2275825291872024,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.1979044526815414,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-16,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.7710360288619995,26.75,81.0,0.0,0.0,26.75,80.75,0.0,0.1504559218883514,27.0,81.0,0.0,0.0,27.0,80.75,0.0,0.0,27.0,80.5,0.0,0.2275825291872024,27.75,80.25,0.0,0.0,27.5,80.25,0.0,0.1979044526815414,27.25,80.75,0.0,0.0,27.5,80.75,0.0,0.0
2008-05-17,26.5,81.0,0.0,0.0,26.75,81.25,0.0,0.7710360288619995,26.75,81.0,0.1296035200357437,0.1296035200357437,26.75,80.75,0.0,0.1504559218883514,27.0,81.0,0.2866901755332947,0.2866901755332947,27.0,80.75,0.802277684211731,0.802277684211731,27.0,80.5,0.8491269946098328,1.0767095237970352,27.75,80.25,0.7437462210655212,0.7437462210655212,27.5,80.25,0.0,0.1979044526815414,27.25,80.75,0.9002861380577087,0.9002861380577087,27.5,80.75,0.0,0.0
2008-05-18,26.5,81.0,0.0,0.0,26.75,81.25,0.7710360288619995,1.542072057723999,26.75,81.0,0.0,0.1296035200357437,26.75,80.75,0.0,0.1504559218883514,27.0,81.0,0.4160011708736419,0.7026913464069366,27.0,80.75,2.8301098346710205,3.6323875188827515,27.0,80.5,2.418477296829224,3.4951868206262593,27.75,80.25,0.8867416381835938,1.630487859249115,27.5,80.25,0.5882838368415833,0.7861882895231247,27.25,80.75,3.481106758117676,4.3813928961753845,27.5,80.75,0.0,0.0
